231	LONE WOLF	LONE WOLF HS	0	0	0	0	0	0	0	0	0	0	0	34.9879	-99.2487
232	LOOKEBA SICKLES	LOOKEBA-SICKLES HS	0	0	0	0	0	0	0	0	0	0	0	35.3609	-98.3685
233	LUTHER	LUTHER HS	20	16	0	2	0	0	0	2	7	13	0	35.6606	-97.1925
234	MACOMB	MACOMB HS	23	16	0	7	0	0	0	0	13	10	0	35.1446	-97.0094
235	MADILL	MADILL HS	71	28	28	7	4	0	0	4	31	40	2	34.0848	-96.7782
236	MANGUM	MANGUM HS	14	10	4	0	0	0	0	0	10	4	0	34.8772	-99.5068
237	MANNFORD	MANNFORD HS	13	7	0	4	2	0	0	0	4	9	0	36.1219	-96.3517
238	MARIETTA	MARIETTA HS	24	16	4	2	2	0	0	0	12	12	4	33.93	-97.1255
239	MARLOW	MARLOW HS	43	37	0	4	2	0	0	0	19	24	0	34.6461	-97.9483
240	MASON	MASON HS	6	4	0	2	0	0	0	0	2	4	0	35.5664	-96.3523
241	MAUD	MAUD HS	12	10	0	2	0	0	0	0	5	7	0	35.1331	-96.7731
242	MAYSVILLE	MAYSVILLE HS	6	4	0	0	2	0	0	0	2	4	0	34.822	-97.4086
243	MCALESTER	MCALESTER HS	160	106	2	37	13	2	0	0	66	94	2	34.9362	-95.7412
244	MCCURTAIN	MCCURTAIN HS	0	0	0	0	0	0	0	0	0	0	0	35.152	-94.9737
245	MCLOUD	MCLOUD HS	23	19	2	0	0	2	0	0	10	13	2	35.4258	-97.0991
246	MEDFORD	MEDFORD HS	12	10	2	0	0	0	0	0	2	10	0	36.8102	-97.7355
247	MEEKER	MEEKER HS	20	16	0	4	0	0	0	0	7	13	0	35.5038	-96.8918
248	MERRITT	MERRITT HS	22	22	0	0	0	0	0	0	5	17	0	35.3793	-99.4719
249	MIAMI	MIAMI HS	229	100	13	46	4	4	10	52	113	116	16	36.8747	-94.8538
250	MIDWAY	MIDWAY HS	0	0	0	0	0	0	0	0	0	0	0	35.5543	-95.653
251	MIDWEST CITY-DEL CITY	CARL ALBERT HS	177	100	10	19	34	4	0	10	81	96	0	35.4447	-97.3542
252	MIDWEST CITY-DEL CITY	DEL CITY HS	188	76	16	7	55	7	2	25	83	105	2	35.4462	-97.4401
253	MIDWEST CITY-DEL CITY	MIDWEST CITY HS	204	76	19	10	73	13	0	13	96	108	2	35.4524	-97.3991
254	MILBURN	MILBURN HS	11	7	0	4	0	0	0	0	7	4	0	34.2418	-96.553
255	MILL CREEK	MILL CREEK HS	6	4	0	2	0	0	0	0	2	4	0	34.3983	-96.8265
256	MILLWOOD	MILLWOOD HS	25	0	0	0	25	0	0	0	11	14	0	35.5402	-97.4759
257	MINCO	MINCO HS	13	13	0	0	0	0	0	0	8	5	0	35.3113	-97.9488
258	MOORE	MOORE HS	270	151	25	19	19	10	0	46	138	132	0	35.3398	-97.4758
259	MOORE	SOUTHMOORE HS	267	127	34	28	19	19	0	40	129	138	2	35.3111	-97.5152
260	MOORE	WESTMOORE HS	264	124	34	16	13	55	0	22	120	144	4	35.3427	-97.5328
261	MOORELAND	SENIOR HS	31	25	4	0	0	0	0	2	18	13	0	36.4344	-99.2064
262	MORRIS	MORRIS HS	15	7	2	4	0	0	0	2	9	6	0	35.606	-95.8561
263	MORRISON	MORRISON HS	6	2	0	0	0	0	0	4	4	2	0	36.2999	-97.0066
264	MOSS	MOSS HS	22	7	0	13	2	0	0	0	7	15	0	35.072	-96.232
265	MOUNDS	MOUNDS HS	11	7	0	2	2	0	0	0	4	7	0	35.8798	-96.0555
266	MOUNTAIN VIEW-GOTEBO	MOUNTAIN VIEW-GOTEBO HS	17	13	0	4	0	0	0	0	4	13	0	35.097	-98.7434
267	MOYERS	MOYERS HS	9	7	0	2	0	0	0	0	4	5	0	34.3263	-95.6554
268	MULDROW	MULDROW HS	63	25	4	25	0	2	0	7	31	32	4	35.3994	-94.6124
269	MULHALL-ORLANDO	MULHALL-ORLANDO HS	0	0	0	0	0	0	0	0	0	0	0	36.1489	-97.3788
270	MUSKOGEE	MUSKOGEE HS	177	61	16	64	28	4	0	4	78	99	0	35.7718	-95.33
